person_id,trip_id,purpose,mode,origin_type,origin_x,origin_y,dest_type,dest_x,dest_y,start_time,end_time,duration,status,path_cost,real_distance,wait_time
Person_6338,Person_6338_1,working,car,home,7369.942147471779,3246.1355808324524,city,10159.910029921817,195.30711077929786,2.88,40.32,37.44,COMPLETED,0,0,0
Person_6541,Person_6541_1,working,car,home,5825.345169935775,847.7427262936814,city,10159.910029921817,195.30711077929786,2.88,40.32,37.44,COMPLETED,0,0,0
Person_7663,Person_7663_1,working,car,home,6543.505125201063,4393.419450434422,university,6451.821586100195,3200.551272926657,2.88,40.32,37.44,COMPLETED,0,0,0
Person_7925,Person_7925_1,working,car,home,7883.573520095048,3229.2705679466108,school,8066.722148837125,3706.408670064231,2.88,40.32,37.44,COMPLETED,0,0,0
Person_8381,Person_8381_1,working,car,home,7810.7804547617325,5074.915485644948,school,8567.776739000936,4065.02874245973,2.88,40.32,37.44,COMPLETED,0,0,0
Person_8534,Person_8534_1,working,car,home,4771.159705068488,7798.325282355149,yes,6654.728866185642,3828.2123311026585,2.88,40.32,37.44,COMPLETED,0,0,0
Person_4929,Person_4929_1,working,car,home,5748.92969421608,4812.1067541682505,industrial,6457.260303541136,5841.772572088362,5.76,40.32,34.56,COMPLETED,0,0,0
Person_1875,Person_1875_1,working,car,home,10159.910029921817,195.30711077929786,yes,6067.395685198093,1034.5259081815448,2.88,43.2,40.32,COMPLETED,0,0,0
Person_2168,Person_2168_1,working,car,home,10159.910029921817,195.30711077929786,school,8356.033207910275,3961.954411112437,2.88,43.2,40.32,COMPLETED,0,0,0
Person_3038,Person_3038_1,working,car,home,10159.910029921817,195.30711077929786,yes,6037.768128957669,4695.680250362006,2.88,43.2,40.32,COMPLETED,0,0,0
Person_4035,Person_4035_1,working,car,home,10159.910029921817,195.30711077929786,yes,5212.02754384217,939.1658440842715,2.88,43.2,40.32,COMPLETED,0,0,0
Person_4464,Person_4464_1,working,car,home,10159.910029921817,195.30711077929786,yes,5396.360384460853,954.4896165348324,2.88,43.2,40.32,COMPLETED,0,0,0
Person_7301,Person_7301_1,working,car,home,7914.710608526493,3699.1385855590634,school,4796.694994439836,6153.1541025162505,2.88,43.2,40.32,COMPLETED,0,0,0
Person_8191,Person_8191_1,working,car,home,5668.214653615055,543.9384794558357,city,4065.2060983642004,1289.6729660000035,2.88,43.2,40.32,COMPLETED,0,0,0
Person_4417,Person_4417_1,working,car,home,4065.2060983642004,1289.6729660000035,yes,6060.654832591984,5140.300968296848,5.76,43.2,37.440000000000005,COMPLETED,0,0,0
Person_2487,Person_2487_1,working,car,home,5806.026102151179,1004.9228310178041,city,10159.910029921817,195.30711077929786,2.88,46.08,43.199999999999996,COMPLETED,0,0,0
Person_3027,Person_3027_1,working,car,home,8417.541831078388,3814.527878214258,kindergarten,7813.595747654742,5246.369333041357,2.88,46.08,43.199999999999996,COMPLETED,0,0,0
Person_4424,Person_4424_1,working,car,home,5352.600825353795,1086.1643198308993,city,10159.910029921817,195.30711077929786,2.88,46.08,43.199999999999996,COMPLETED,0,0,0
Person_6287,Person_6287_1,working,car,home,6996.237115315139,3989.619725397338,city,10159.910029921817,195.30711077929786,2.88,46.08,43.199999999999996,COMPLETED,0,0,0
